sequence,frame,trans_px,rot_deg,zoom_abs,inliers,features
CarScale,128,5.243,0.0037,0.00029,410,410
CarScale,129,5.633,0.0134,0.00011,408,408
CarScale,130,5.571,0.0052,0.00018,403,403
CarScale,131,5.556,0.0140,0.00006,398,478
CarScale,132,5.508,0.0054,0.00029,455,455
CarScale,133,5.485,0.0123,0.00007,452,452
CarScale,134,5.605,0.0194,0.00016,447,447
CarScale,135,5.933,0.0157,0.00031,443,443
CarScale,136,5.816,0.0169,0.00041,440,440
CarScale,137,6.086,0.0248,0.00000,438,438
CarScale,138,6.268,0.0026,0.00006,425,425
CarScale,139,6.341,0.0064,0.00006,424,424
CarScale,140,6.373,0.0140,0.00015,420,420
CarScale,141,6.235,0.0117,0.00004,414,414
CarScale,142,6.240,0.0038,0.00022,408,408
CarScale,143,6.082,0.0346,0.00082,405,405
CarScale,144,6.631,0.0175,0.00076,403,403
CarScale,145,6.717,0.0201,0.00012,398,476
CarScale,146,6.649,0.0118,0.00019,457,457
CarScale,147,6.860,0.0135,0.00040,450,450
CarScale,148,6.781,0.0165,0.00035,442,442
CarScale,149,6.843,0.0137,0.00070,438,438
CarScale,150,7.463,0.0166,0.00003,432,432
CarScale,151,7.547,0.0237,0.00009,429,429
CarScale,152,7.874,0.0037,0.00003,423,423
CarScale,153,8.004,0.0073,0.00005,415,415
CarScale,154,8.315,0.0028,0.00000,412,412
CarScale,155,8.523,0.0062,0.00012,406,406
CarScale,156,8.510,0.0083,0.00002,397,434
CarScale,157,8.554,0.0269,0.00029,412,412
CarScale,158,8.731,0.0005,0.00034,406,406
CarScale,159,9.057,0.0043,0.00005,402,402
CarScale,160,9.077,0.0027,0.00015,396,376
CarScale,161,9.145,0.0016,0.00015,360,431
CarScale,162,9.727,0.0020,0.00021,411,411
CarScale,163,10.444,0.0168,0.00009,401,401
CarScale,164,11.371,0.0174,0.00006,397,423
CarScale,165,11.815,0.0021,0.00006,411,411
CarScale,166,12.269,0.0251,0.00023,398,364
CarScale,167,12.562,0.0115,0.00010,339,412
CarScale,168,12.755,0.0045,0.00039,393,340
CarScale,169,12.749,0.0029,0.00058,327,331
CarScale,170,12.827,0.0076,0.00031,315,342
CarScale,171,12.589,0.0225,0.00023,322,356
CarScale,172,13.153,0.0272,0.00061,337,387
CarScale,173,13.551,0.0087,0.00015,357,402
CarScale,174,14.005,0.0402,0.00019,347,321
CarScale,175,15.249,0.0339,0.00123,290,349
CarScale,176,15.859,0.0450,0.00081,316,270
CarScale,177,16.842,0.0844,0.00138,235,318
CarScale,178,16.958,0.0558,0.00047,250,305
CarScale,179,17.454,0.0796,0.00109,249,257
CarScale,180,17.676,0.0534,0.00104,204,224
CarScale,181,18.935,0.0932,0.00178,171,217
CarScale,182,18.972,0.0964,0.00137,166,181
CarScale,183,18.455,0.1525,0.00141,119,182
CarScale,184,19.531,0.1099,0.00146,131,166
CarScale,185,20.576,0.1934,0.00165,109,166
CarScale,186,20.191,0.1774,0.00128,115,168
CarScale,187,19.228,0.1344,0.00104,114,165
CarScale,188,18.513,0.0784,0.00071,112,187
CarScale,189,18.025,0.1737,0.00087,129,182
CarScale,190,19.244,0.1824,0.00042,127,165
CarScale,191,19.857,0.1200,0.00043,107,143
CarScale,192,20.081,0.0809,0.00001,89,145
CarScale,193,21.031,0.0062,0.00091,94,144
CarScale,194,22.876,0.0450,0.00096,84,105
CarScale,195,25.492,0.1465,0.00122,51,122
CarScale,196,27.117,0.1211,0.00195,69,89
CarScale,197,5.523,0.3527,0.01615,43,95
CarScale,198,6.085,0.2465,0.01666,44,84
CarScale,199,5.639,1.1126,0.02516,46,85
CarScale,200,5.674,1.1566,0.02329,49,72
CarScale,201,5.739,0.6999,0.01920,49,72
CarScale,202,7.331,0.0430,0.01527,45,68
CarScale,203,8.383,0.3663,0.01857,49,66
CarScale,204,11.042,0.0397,0.02004,44,65
CarScale,205,12.591,0.6017,0.01658,40,65
CarScale,206,12.166,0.5643,0.01848,45,60
CarScale,207,9.899,0.2924,0.01274,41,58
CarScale,208,8.037,0.1014,0.01604,46,57
CarScale,209,7.379,0.5279,0.01203,39,56
CarScale,210,7.483,0.7694,0.02385,36,53
CarScale,211,3.228,0.1735,0.01612,41,53
CarScale,212,2.058,0.1465,0.01284,42,54
CarScale,213,2.642,0.4748,0.01411,39,147
CarScale,214,2.731,1.1253,0.01551,58,89
CarScale,215,5.073,0.2016,0.01937,37,103
CarScale,216,4.428,0.1180,0.01555,51,103
CarScale,217,2.597,0.7899,0.01180,53,72
CarScale,218,2.516,0.2050,0.00663,47,88
CarScale,219,1.382,1.2200,0.00244,55,139
CarScale,220,3.352,0.1453,0.01333,62,130
CarScale,221,2.175,0.5827,0.00937,65,143
CarScale,222,4.138,0.0588,0.00901,65,139
CarScale,223,1.418,0.6115,0.00818,69,127
CarScale,224,2.390,0.5656,0.00931,64,135
CarScale,225,1.493,0.6516,0.00780,76,97
CarScale,226,2.158,0.6502,0.00356,61,109
CarScale,227,3.750,0.4285,0.00508,68,108
CarScale,228,3.781,0.3075,0.00574,66,122
CarScale,229,3.845,0.2936,0.00331,72,106
CarScale,230,4.222,0.1451,0.00362,68,109
CarScale,231,4.023,0.1659,0.00240,64,114
CarScale,232,3.315,0.2097,0.00150,68,105
CarScale,233,3.271,0.4327,0.00038,66,105
CarScale,234,4.390,0.4678,0.00183,66,102
CarScale,235,4.798,0.3074,0.00262,68,109
CarScale,236,5.239,0.3216,0.00504,65,102
CarScale,237,6.158,0.3441,0.00337,70,146
CarScale,238,6.651,0.2100,0.00661,68,142
CarScale,239,7.670,0.0663,0.00421,67,136
CarScale,240,7.006,0.0497,0.00536,76,99
CarScale,241,7.263,0.1628,0.00656,65,101
CarScale,242,7.633,0.3262,0.00587,67,97
CarScale,243,8.986,0.3743,0.00868,69,109
CarScale,244,10.527,0.2156,0.00808,81,143
CarScale,245,12.327,0.3375,0.00903,74,167
CarScale,246,15.490,0.0277,0.00986,80,163
CarScale,247,16.450,0.5434,0.01081,73,193
CarScale,248,19.270,0.8713,0.01089,71,176
CarScale,249,29.669,0.0708,0.00192,77,216
CarScale,250,27.263,0.1428,0.00085,112,254
CarScale,251,25.066,0.0331,0.00107,123,269
CarScale,252,22.348,0.0390,0.00055,133,510
ClifBar,2,0.013,0.0080,0.00014,157,159
ClifBar,3,0.033,0.0071,0.00004,159,154
ClifBar,4,0.043,0.0225,0.00009,154,154
ClifBar,5,0.060,0.0342,0.00025,154,157
ClifBar,6,0.037,0.0226,0.00047,157,155
ClifBar,7,0.032,0.0130,0.00046,155,152
ClifBar,8,0.015,0.0011,0.00032,152,153
ClifBar,9,0.006,0.0093,0.00023,153,156
ClifBar,10,0.023,0.0155,0.00021,156,158
ClifBar,11,0.026,0.0254,0.00017,158,156
ClifBar,12,0.019,0.0135,0.00015,156,155
ClifBar,13,0.049,0.0103,0.00007,155,152
ClifBar,14,0.055,0.0174,0.00012,152,157
ClifBar,15,0.162,0.0009,0.00002,157,155
ClifBar,16,0.252,0.0580,0.00058,155,157
ClifBar,17,0.377,0.0715,0.00152,157,159
ClifBar,18,0.547,0.0223,0.00308,157,159
ClifBar,19,0.775,0.0600,0.00464,155,156
ClifBar,20,0.798,0.1897,0.00533,152,159
ClifBar,21,0.860,0.1008,0.00487,145,163
ClifBar,22,1.011,0.0797,0.00524,149,165
ClifBar,23,1.218,0.0749,0.00577,156,160
ClifBar,24,0.950,0.0155,0.00528,150,159
ClifBar,25,0.796,0.1895,0.00507,146,163
ClifBar,26,0.772,0.0649,0.00563,154,161
ClifBar,27,0.811,0.0649,0.00566,156,165
ClifBar,28,0.824,0.0061,0.00343,163,163
ClifBar,29,0.815,0.1481,0.00419,151,166
ClifBar,30,0.952,0.0616,0.00642,162,170
ClifBar,31,0.759,0.1600,0.00691,160,170
ClifBar,32,0.613,0.1431,0.00598,168,166
ClifBar,33,0.401,0.0049,0.00364,166,174
ClifBar,34,0.289,0.0485,0.00213,174,171
ClifBar,35,0.073,0.0400,0.00072,171,174
ClifBar,36,0.212,0.0477,0.00128,174,176
ClifBar,37,0.604,0.0856,0.00352,172,175
ClifBar,38,0.964,0.1853,0.00455,160,165
ClifBar,39,0.571,0.0083,0.00375,141,165
ClifBar,40,0.751,0.0964,0.00298,146,167
ClifBar,41,0.705,0.1003,0.00320,140,164
ClifBar,42,1.213,0.1798,0.00668,155,153
ClifBar,43,0.841,0.1255,0.00581,143,155
ClifBar,44,0.694,0.0828,0.00459,138,162
ClifBar,45,0.670,0.0223,0.00487,156,159
ClifBar,46,0.518,0.0867,0.00438,159,160
ClifBar,47,0.327,0.1273,0.00328,160,157
ClifBar,48,0.317,0.1694,0.00250,156,155
ClifBar,49,0.281,0.0878,0.00194,149,163
ClifBar,50,0.214,0.1508,0.00111,159,160
ClifBar,51,0.265,0.1665,0.00010,154,154
ClifBar,52,0.382,0.1667,0.00037,146,158
ClifBar,53,0.387,0.1202,0.00006,147,158
ClifBar,54,0.252,0.0614,0.00006,155,156
ClifBar,55,0.099,0.0605,0.00044,153,159
ClifBar,56,0.127,0.1343,0.00078,157,156
ClifBar,57,0.157,0.0810,0.00026,156,160
ClifBar,58,0.207,0.0385,0.00140,160,154
ClifBar,59,0.184,0.0020,0.00114,146,160
ClifBar,60,0.207,0.0191,0.00150,156,163
ClifBar,61,0.311,0.1177,0.00172,163,159
ClifBar,62,0.490,0.2336,0.00206,159,163
ClifBar,63,0.520,0.2471,0.00157,161,158
ClifBar,64,0.452,0.2077,0.00111,156,154
ClifBar,65,0.452,0.1792,0.00044,153,160
ClifBar,66,0.428,0.0988,0.00015,157,160
ClifBar,67,0.312,0.0015,0.00051,159,160
ClifBar,68,0.343,0.1090,0.00137,160,161
ClifBar,69,0.330,0.0433,0.00115,161,165
ClifBar,70,0.154,0.0098,0.00037,134,155
ClifBar,71,0.110,0.0042,0.00064,123,152
ClifBar,72,0.185,0.0323,0.00073,123,152
ClifBar,73,0.162,0.0466,0.00028,121,157
ClifBar,74,0.450,0.1224,0.00010,127,165
ClifBar,75,0.376,0.0093,0.00067,135,156
ClifBar,76,0.129,0.0527,0.00037,130,160
ClifBar,77,0.187,0.0878,0.00025,129,152
ClifBar,78,0.246,0.1036,0.00065,116,154
ClifBar,79,0.298,0.1150,0.00116,120,145
ClifBar,80,0.326,0.1398,0.00035,115,148
ClifBar,81,0.304,0.1306,0.00005,112,152
ClifBar,82,0.135,0.0065,0.00002,120,152
ClifBar,83,0.209,0.0630,0.00076,121,152
ClifBar,84,0.341,0.1450,0.00041,124,157
ClifBar,85,0.377,0.1411,0.00015,128,157
ClifBar,86,0.388,0.1562,0.00033,132,168
ClifBar,87,0.278,0.1005,0.00051,143,164
ClifBar,88,0.244,0.0823,0.00064,140,162
ClifBar,89,0.430,0.0665,0.00176,142,163
ClifBar,90,0.236,0.0487,0.00159,138,164
ClifBar,91,0.378,0.0924,0.00201,141,164
ClifBar,92,0.359,0.1786,0.00152,142,162
ClifBar,93,0.301,0.1570,0.00133,140,159
ClifBar,94,0.223,0.0679,0.00090,138,159
ClifBar,95,0.336,0.0656,0.00158,137,162
ClifBar,96,0.428,0.0364,0.00141,143,151
ClifBar,97,0.336,0.0939,0.00137,129,150
ClifBar,98,0.317,0.0425,0.00158,129,153
ClifBar,99,0.423,0.0863,0.00024,134,153
ClifBar,100,0.478,0.1927,0.00017,136,151
ClifBar,101,0.313,0.1044,0.00072,139,154
ClifBar,102,0.235,0.0232,0.00107,146,156
ClifBar,103,0.201,0.0816,0.00033,143,152
ClifBar,104,0.510,0.1806,0.00027,135,159
ClifBar,105,0.403,0.1134,0.00007,139,151
ClifBar,106,0.365,0.0708,0.00015,134,156
ClifBar,107,0.368,0.0186,0.00064,141,154
ClifBar,108,0.208,0.0137,0.00008,134,156
ClifBar,109,0.288,0.0340,0.00022,142,156
ClifBar,110,0.230,0.0181,0.00057,147,156
ClifBar,111,0.200,0.0330,0.00052,149,162
ClifBar,112,0.178,0.0459,0.00085,162,162
ClifBar,113,0.177,0.1011,0.00060,152,158
ClifBar,114,0.173,0.0765,0.00080,151,150
ClifBar,115,0.155,0.0788,0.00105,143,158
ClifBar,116,0.246,0.0307,0.00063,149,154
ClifBar,117,0.248,0.0608,0.00026,144,154
ClifBar,118,0.290,0.1399,0.00010,143,150
ClifBar,119,0.192,0.2109,0.00025,135,151
ClifBar,120,0.256,0.1173,0.00126,146,157
ClifBar,121,0.216,0.0548,0.00119,151,156
ClifBar,122,0.250,0.0632,0.00026,156,156
ClifBar,123,0.242,0.1222,0.00015,152,151
ClifBar,124,0.113,0.1098,0.00054,150,163
ClifBar,125,0.097,0.0531,0.00058,163,152
ClifBar,126,0.184,0.0098,0.00110,149,153
ClifBar,127,0.190,0.0074,0.00119,147,153
ClifBar,128,0.108,0.0148,0.00075,144,156
ClifBar,129,0.049,0.0363,0.00047,153,158
ClifBar,130,0.120,0.0553,0.00008,158,158
ClifBar,131,0.074,0.0658,0.00045,158,153
ClifBar,132,0.077,0.0834,0.00038,153,156
ClifBar,133,0.136,0.0200,0.00023,154,155
ClifBar,134,0.315,0.0626,0.00023,145,155
ClifBar,135,0.153,0.0250,0.00021,143,150
ClifBar,136,0.028,0.0373,0.00032,135,146
ClifBar,137,0.064,0.0274,0.00078,135,143
ClifBar,138,0.227,0.0398,0.00150,132,144
ClifBar,139,0.254,0.0552,0.00144,130,141
ClifBar,140,0.123,0.0190,0.00153,128,138
ClifBar,141,0.141,0.0159,0.00131,123,142
ClifBar,142,0.191,0.0331,0.00136,132,132
ClifBar,143,0.241,0.1118,0.00161,124,136
ClifBar,144,0.251,0.1138,0.00192,124,128
ClifBar,145,0.247,0.1496,0.00234,120,136
ClifBar,146,0.314,0.1699,0.00178,126,132
ClifBar,147,0.355,0.0816,0.00163,130,135
ClifBar,148,0.392,0.0805,0.00166,135,128
ClifBar,149,0.310,0.1378,0.00172,128,135
ClifBar,150,0.254,0.1798,0.00190,135,137
ClifBar,151,0.316,0.0998,0.00212,135,142
ClifBar,152,0.368,0.0901,0.00185,137,134
ClifBar,153,0.416,0.0325,0.00039,121,135
ClifBar,154,0.356,0.0631,0.00069,117,142
ClifBar,155,0.200,0.0170,0.00108,125,142
ClifBar,156,0.132,0.0629,0.00154,125,143
ClifBar,157,0.086,0.0260,0.00108,129,144
ClifBar,158,0.149,0.0105,0.00099,125,142
ClifBar,159,0.411,0.0546,0.00095,125,148
ClifBar,160,0.725,0.1033,0.00072,134,155
ClifBar,161,0.733,0.0898,0.00016,144,168
ClifBar,162,0.637,0.1011,0.00007,156,167
ClifBar,163,0.733,0.1267,0.00070,160,165
ClifBar,164,0.725,0.1355,0.00079,157,163
ClifBar,165,0.470,0.0863,0.00124,159,169
ClifBar,166,0.272,0.0142,0.00193,169,166
ClifBar,167,0.104,0.0350,0.00192,154,162
ClifBar,168,0.216,0.0280,0.00289,156,166
ClifBar,169,0.424,0.0016,0.00422,166,170
ClifBar,170,0.564,0.0540,0.00530,164,164
ClifBar,171,0.912,0.1476,0.00854,149,162
ClifBar,172,0.726,0.0637,0.00564,162,173
ClifBar,173,0.800,0.0355,0.00501,173,167
ClifBar,174,0.821,0.0871,0.00486,164,173
ClifBar,175,0.892,0.1072,0.00472,151,178
ClifBar,176,0.648,0.0959,0.00447,172,172
ClifBar,177,0.368,0.0646,0.00223,154,180
ClifBar,178,0.222,0.1304,0.00082,157,175
ClifBar,179,0.193,0.0182,0.00031,166,173
ClifBar,180,0.093,0.0995,0.00060,162,178
ClifBar,181,0.221,0.0359,0.00098,152,171
ClifBar,182,0.358,0.3547,0.00148,167,172
ClifBar,183,0.298,0.2236,0.00247,155,169
ClifBar,184,0.289,0.1769,0.00345,169,169
ClifBar,185,0.484,0.0451,0.00447,168,171
ClifBar,186,0.523,0.0705,0.00380,170,165
ClifBar,187,0.442,0.0044,0.00259,163,169
ClifBar,188,0.300,0.0780,0.00192,169,167
ClifBar,189,0.331,0.0712,0.00246,167,170
ClifBar,190,0.303,0.0497,0.00250,170,165
ClifBar,191,0.171,0.0409,0.00213,165,163
ClifBar,192,0.094,0.0803,0.00102,162,169
ClifBar,193,0.157,0.2666,0.00021,164,169
ClifBar,194,0.125,0.3650,0.00051,136,165
ClifBar,195,0.066,0.3516,0.00124,133,157
ClifBar,196,0.362,0.5299,0.00174,122,168
ClifBar,197,0.192,0.1025,0.00069,118,158
ClifBar,198,0.193,0.2181,0.00091,111,153
ClifBar,199,0.159,0.1218,0.00054,105,154
ClifBar,200,0.119,0.0564,0.00020,107,151
ClifBar,201,0.070,0.7166,0.00192,110,163
ClifBar,202,0.275,0.5874,0.00173,140,169
ClifBar,203,0.456,0.0235,0.00084,160,165
ClifBar,204,0.438,0.3964,0.00015,164,163
ClifBar,205,0.215,0.5013,0.00076,163,166
ClifBar,206,0.274,0.5059,0.00113,166,172
ClifBar,207,0.278,0.4673,0.00120,163,175
ClifBar,208,0.537,0.4970,0.00184,158,170
ClifBar,209,0.834,0.4181,0.00236,148,168
ClifBar,210,0.265,0.3381,0.00096,144,163
ClifBar,211,0.295,0.3103,0.00097,137,161
ClifBar,212,0.218,0.3093,0.00079,130,164
ClifBar,213,0.486,0.2432,0.00142,132,165
ClifBar,214,0.274,0.2234,0.00003,130,168
ClifBar,215,0.245,0.1682,0.00016,126,170
ClifBar,216,0.543,0.1348,0.00023,129,163
ClifBar,217,0.484,0.1401,0.00008,148,154
ClifBar,218,0.323,0.1215,0.00181,131,162
ClifBar,219,0.413,0.3432,0.00522,136,159
ClifBar,220,0.566,0.0909,0.00361,118,160
ClifBar,221,0.262,0.0585,0.00110,100,145
ClifBar,222,0.122,0.1409,0.00186,98,136
ClifBar,223,0.172,0.0950,0.00194,88,132
ClifBar,224,0.410,0.0472,0.00310,95,129
ClifBar,225,0.196,0.0494,0.00043,92,132
ClifBar,226,0.070,0.0651,0.00112,92,139
ClifBar,227,0.293,0.1190,0.00045,95,142
ClifBar,228,0.180,0.0518,0.00077,107,157
ClifBar,229,0.151,0.0359,0.00002,116,153
ClifBar,230,0.126,0.0506,0.00001,113,157
ClifBar,231,0.270,0.0919,0.00025,130,165
ClifBar,232,0.147,0.0531,0.00008,127,165
ClifBar,233,0.106,0.0580,0.00069,138,164
ClifBar,234,0.091,0.0626,0.00045,139,161
ClifBar,235,0.092,0.0251,0.00006,140,167
ClifBar,236,0.081,0.0523,0.00018,147,166
ClifBar,237,0.111,0.0701,0.00023,147,162
ClifBar,238,0.119,0.0622,0.00076,149,166
ClifBar,239,0.079,0.1163,0.00063,157,160
ClifBar,240,0.050,0.1061,0.00035,152,163
ClifBar,241,0.097,0.1064,0.00008,154,168
ClifBar,242,0.148,0.0831,0.00098,155,163
ClifBar,243,0.147,0.0372,0.00039,138,162
ClifBar,244,0.116,0.0841,0.00007,140,161
ClifBar,245,0.031,0.0961,0.00080,141,160
ClifBar,246,0.292,0.1203,0.00271,142,160
ClifBar,247,0.355,0.2954,0.00487,151,156
ClifBar,248,0.365,0.1618,0.00567,150,147
ClifBar,249,0.485,0.0964,0.00921,132,144
ClifBar,250,0.313,0.0439,0.00441,127,151
ClifBar,251,0.605,0.0492,0.00597,135,150
ClifBar,252,0.446,0.1076,0.00417,129,148
ClifBar,253,0.850,0.3405,0.00930,130,143
ClifBar,254,0.562,0.2732,0.00915,127,149
ClifBar,255,1.010,0.2687,0.00799,131,144
ClifBar,256,0.242,0.0523,0.00242,112,140
ClifBar,257,1.493,0.3133,0.01620,114,146
ClifBar,258,1.182,0.0929,0.01082,132,140
ClifBar,259,0.676,0.4038,0.01315,127,142
ClifBar,260,0.950,0.4038,0.01244,131,143
ClifBar,261,0.618,0.1284,0.00546,136,141
ClifBar,262,0.513,0.3210,0.00832,135,143
ClifBar,263,0.463,0.2546,0.00572,143,138
ClifBar,264,0.363,0.1897,0.00421,138,137
ClifBar,265,0.310,0.1520,0.00334,135,144
ClifBar,266,0.287,0.0799,0.00209,144,137
ClifBar,267,0.250,0.0308,0.00117,137,138
ClifBar,268,0.180,0.0068,0.00048,138,139
ClifBar,269,0.153,0.0152,0.00029,139,143
ClifBar,270,0.100,0.0174,0.00071,143,144
ClifBar,271,0.052,0.0121,0.00059,144,138
ClifBar,272,0.032,0.0003,0.00019,138,144
ClifBar,273,0.097,0.0220,0.00013,144,144
ClifBar,274,0.112,0.0075,0.00040,144,145
ClifBar,275,0.104,0.0040,0.00021,145,143
ClifBar,276,0.104,0.0085,0.00031,143,141
ClifBar,277,0.042,0.0054,0.00015,139,143
ClifBar,278,0.019,0.0006,0.00028,139,142
ClifBar,279,0.058,0.0076,0.00034,142,140
ClifBar,280,0.034,0.0266,0.00077,140,140
ClifBar,281,0.018,0.0271,0.00085,135,139
ClifBar,282,0.018,0.0278,0.00118,133,137
ClifBar,283,0.100,0.0284,0.00136,129,130
ClifBar,284,0.163,0.0062,0.00055,117,137
ClifBar,285,0.128,0.0017,0.00119,123,138
ClifBar,286,0.192,0.0139,0.00098,122,133
ClifBar,287,0.139,0.0106,0.00206,121,131
ClifBar,288,0.065,0.0009,0.00221,115,140
ClifBar,289,0.060,0.0086,0.00340,123,138
ClifBar,290,0.236,0.1482,0.00360,125,142
ClifBar,291,0.614,0.3350,0.00584,134,146
ClifBar,292,1.046,0.3952,0.00583,140,149
ClifBar,293,0.650,0.2133,0.00369,146,148
ClifBar,294,0.555,0.1039,0.00356,141,155
ClifBar,295,0.529,0.0189,0.00313,145,156
ClifBar,296,0.978,0.0534,0.00564,150,155
ClifBar,297,0.782,0.1701,0.00427,147,156
ClifBar,298,0.932,0.1943,0.00515,148,152
ClifBar,299,1.036,0.1569,0.00536,133,158
ClifBar,300,0.902,0.0190,0.00521,153,165
ClifBar,301,1.070,0.0059,0.00556,156,160
ClifBar,302,1.205,0.0034,0.00648,158,164
ClifBar,303,1.165,0.0536,0.00693,162,158
ClifBar,304,1.103,0.0547,0.00742,157,163
ClifBar,305,0.872,0.1108,0.00692,163,165
ClifBar,306,0.563,0.4830,0.00250,142,166
ClifBar,307,0.039,0.0233,0.00363,166,161
ClifBar,308,0.397,0.1405,0.00309,160,159
ClifBar,309,0.554,0.0222,0.00192,152,164
ClifBar,310,0.339,0.0981,0.00062,162,166
ClifBar,311,0.439,0.0369,0.00114,161,162
ClifBar,312,0.344,0.0502,0.00101,153,156
ClifBar,313,0.170,0.4099,0.00012,141,157
ClifBar,314,0.347,0.9905,0.00065,134,153
ClifBar,315,0.459,0.6813,0.00231,145,157
ClifBar,316,0.167,0.4389,0.00182,154,157
ClifBar,317,0.297,0.2290,0.00251,132,153
ClifBar,318,0.593,0.5219,0.00425,150,157
ClifBar,319,0.390,0.3986,0.00287,143,162
ClifBar,320,1.068,0.5586,0.00618,140,157
ClifBar,321,0.275,0.0927,0.00436,139,154
ClifBar,322,0.575,0.1338,0.00515,145,156
ClifBar,323,0.471,0.0776,0.00238,151,158
ClifBar,324,0.280,0.0239,0.00116,154,160
ClifBar,325,0.223,0.0477,0.00139,160,160
ClifBar,326,0.189,0.0245,0.00114,160,156
ClifBar,327,0.146,0.0493,0.00069,156,159
ClifBar,328,0.092,0.0023,0.00039,159,162
ClifBar,329,0.000,0.0000,0.00000,162,162
ClifBar,330,0.034,0.0154,0.00029,56,149
ClifBar,331,1.734,0.6593,0.00821,139,151
ClifBar,332,0.999,0.6234,0.00244,144,151
ClifBar,333,1.194,0.3790,0.00575,116,147
ClifBar,334,0.989,0.1067,0.00467,126,147
ClifBar,335,0.942,0.0257,0.00510,133,151
ClifBar,336,0.769,0.0497,0.00319,138,150
ClifBar,337,0.658,0.0680,0.00287,135,155
ClifBar,338,0.441,0.1144,0.00048,132,150
ClifBar,339,0.241,0.0379,0.00108,133,152
ClifBar,340,0.168,0.0129,0.00217,127,150
ClifBar,341,0.109,0.0319,0.00345,126,145
ClifBar,342,0.291,0.0364,0.00536,125,145
ClifBar,343,0.502,0.0246,0.00865,136,146
ClifBar,344,1.827,0.0578,0.01214,120,143
ClifBar,345,0.950,0.0716,0.01087,133,146
ClifBar,346,0.515,0.0874,0.00970,133,141
ClifBar,347,0.887,0.1632,0.00814,141,138
ClifBar,348,1.010,0.2388,0.00935,131,137
ClifBar,349,0.459,0.0638,0.00485,128,136
ClifBar,350,0.513,0.1168,0.00485,133,140
ClifBar,351,0.582,0.0805,0.00497,139,138
ClifBar,352,0.515,0.0579,0.00414,138,144
ClifBar,353,0.327,0.0212,0.00306,144,142
ClifBar,354,0.241,0.0186,0.00224,142,146
ClifBar,355,0.236,0.0042,0.00163,146,149
ClifBar,356,0.221,0.0005,0.00088,149,146
ClifBar,357,0.108,0.0002,0.00015,146,149
ClifBar,358,0.071,0.0144,0.00076,149,150
ClifBar,359,0.092,0.0105,0.00093,150,142
ClifBar,360,0.119,0.0154,0.00131,142,137
ClifBar,361,0.238,0.0027,0.00146,134,141
ClifBar,362,0.250,0.0073,0.00099,130,136
ClifBar,363,0.292,0.0325,0.00176,127,135
ClifBar,364,0.294,0.0467,0.00482,124,134
ClifBar,365,0.368,0.0744,0.00168,126,130
ClifBar,366,0.337,0.0405,0.00189,119,135
ClifBar,367,0.103,0.0222,0.00472,122,136
ClifBar,368,0.186,0.0298,0.00356,121,140
ClifBar,369,0.474,0.0207,0.00465,133,141
ClifBar,370,0.706,0.0398,0.00455,139,147
ClifBar,371,0.477,0.1835,0.00240,140,145
ClifBar,372,0.701,0.0798,0.00391,126,145
ClifBar,373,0.712,0.0817,0.00272,137,150
ClifBar,374,0.847,0.0407,0.00295,138,153
ClifBar,375,0.949,0.0693,0.00362,143,150
ClifBar,376,1.042,0.0544,0.00460,137,148
ClifBar,377,0.897,0.1804,0.00408,128,160
ClifBar,378,0.855,0.2599,0.00465,133,164
ClifBar,379,0.889,0.1801,0.00566,138,162
ClifBar,380,2.409,0.1999,0.01370,145,161
ClifBar,381,1.240,0.0201,0.01028,150,167
ClifBar,382,0.819,0.0954,0.00882,160,169
ClifBar,383,0.589,0.2132,0.00634,163,165
ClifBar,384,0.222,0.0042,0.00017,146,168
ClifBar,385,0.428,0.4722,0.00420,140,170
ClifBar,386,0.585,0.3070,0.00337,147,170
ClifBar,387,0.664,0.1575,0.00235,147,165
ClifBar,388,0.857,0.1742,0.00334,164,167
ClifBar,389,0.771,0.1960,0.00303,167,166
ClifBar,390,0.424,0.1963,0.00146,165,168
ClifBar,391,0.439,0.1995,0.00136,167,172
ClifBar,392,0.559,0.1397,0.00039,157,167
ClifBar,393,0.406,0.0143,0.00198,164,169
ClifBar,394,0.048,0.1953,0.00073,165,168
ClifBar,395,0.150,0.0698,0.00001,149,165
ClifBar,396,0.374,0.1937,0.00026,147,168
ClifBar,397,0.471,0.1479,0.00030,149,166
ClifBar,398,0.401,0.1155,0.00058,145,166
ClifBar,399,0.563,0.0319,0.00110,151,174
ClifBar,400,0.538,0.1282,0.00154,154,171
ClifBar,401,0.475,0.2338,0.00173,153,178
ClifBar,402,0.292,0.3007,0.00100,155,174
ClifBar,403,0.059,0.3952,0.00038,146,175
ClifBar,404,0.217,0.2252,0.00108,159,173
ClifBar,405,0.115,0.2194,0.00091,153,169
ClifBar,406,0.223,0.2051,0.00085,150,169
ClifBar,407,0.151,0.1942,0.00042,146,165
ClifBar,408,0.366,0.0071,0.00082,146,163
ClifBar,409,0.252,0.0033,0.00090,145,162
ClifBar,410,0.257,0.0773,0.00086,147,171
ClifBar,411,0.300,0.1943,0.00060,171,163
ClifBar,412,0.171,0.1414,0.00054,163,163
ClifBar,413,0.040,0.0558,0.00121,163,159
ClifBar,414,0.215,0.1027,0.00261,159,167
ClifBar,415,0.590,0.6752,0.00622,143,165
ClifBar,416,0.274,0.1413,0.00355,143,163
ClifBar,417,0.486,0.0960,0.00244,126,158
ClifBar,418,0.533,0.2173,0.00299,125,153
